Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,49,1,28.0,1,1-2 Year,No,27877.0,124.0,196,0
Female,23,1,29.0,1,< 1 Year,No,52983.0,152.0,170,0
Male,77,1,28.0,1,1-2 Year,No,52086.0,26.0,266,0
Male,22,1,14.0,0,< 1 Year,Yes,23208.0,152.0,123,0
Female,26,1,11.0,1,< 1 Year,No,2630.0,152.0,123,0
Female,25,1,29.0,1,< 1 Year,No,23235.0,152.0,173,0
Female,28,1,28.0,0,< 1 Year,Yes,36475.0,154.0,51,0
Male,53,1,8.0,0,1-2 Year,Yes,38875.0,124.0,13,0
Female,27,1,28.0,1,< 1 Year,No,29238.0,152.0,102,0
Female,46,1,39.0,0,1-2 Year,Yes,52294.0,22.0,53,0
Male,27,1,25.0,1,< 1 Year,No,36690.0,152.0,180,0
Male,42,1,50.0,1,1-2 Year,No,24140.0,8.0,62,0
Male,48,1,50.0,0,1-2 Year,Yes,33006.0,124.0,75,0
Male,29,1,41.0,1,< 1 Year,No,31970.0,152.0,290,0
Female,28,1,39.0,0,< 1 Year,Yes,2630.0,157.0,292,0
Female,50,1,46.0,0,1-2 Year,Yes,38897.0,11.0,180,0
Male,24,1,26.0,0,< 1 Year,No,23190.0,152.0,90,0
Male,21,1,15.0,1,< 1 Year,No,44493.0,152.0,298,0
Female,23,1,41.0,0,< 1 Year,Yes,21626.0,152.0,215,0
Female,20,1,46.0,1,< 1 Year,No,34411.0,160.0,155,0
Female,28,1,8.0,1,< 1 Year,No,45295.0,152.0,82,0
Male,40,1,41.0,1,1-2 Year,No,23184.0,152.0,96,0
Female,25,1,10.0,0,< 1 Year,Yes,26036.0,152.0,56,0
Male,27,1,22.0,0,1-2 Year,Yes,2630.0,157.0,151,0
Male,24,1,8.0,0,< 1 Year,No,33347.0,152.0,94,0
Female,24,1,15.0,1,< 1 Year,No,35496.0,152.0,69,0
Female,24,1,50.0,0,< 1 Year,Yes,28296.0,152.0,240,0
Male,23,1,36.0,0,< 1 Year,Yes,32223.0,152.0,98,0
Male,46,1,20.0,1,1-2 Year,No,2630.0,26.0,232,0
Female,24,1,8.0,1,< 1 Year,No,42472.0,152.0,52,0
Female,37,1,28.0,0,1-2 Year,Yes,40313.0,122.0,36,0
Female,54,1,30.0,1,1-2 Year,No,29900.0,124.0,197,0
Female,68,1,46.0,0,1-2 Year,Yes,35994.0,124.0,141,0
Male,31,1,21.0,1,< 1 Year,No,22046.0,152.0,12,0
Male,46,1,3.0,1,1-2 Year,No,23677.0,124.0,262,0
Male,50,1,11.0,0,1-2 Year,Yes,37103.0,124.0,109,0
Female,30,1,34.0,0,< 1 Year,No,27718.0,152.0,245,0
Male,28,1,46.0,1,1-2 Year,No,51942.0,11.0,151,0
Female,43,1,15.0,0,1-2 Year,Yes,39677.0,156.0,178,0
Male,25,1,33.0,1,< 1 Year,No,30794.0,152.0,44,0
Male,54,1,28.0,1,1-2 Year,No,39158.0,26.0,16,0
Female,38,1,33.0,0,1-2 Year,Yes,27173.0,124.0,293,0
Male,38,1,28.0,1,1-2 Year,No,22724.0,26.0,241,0
Female,65,1,50.0,0,1-2 Year,Yes,46304.0,25.0,31,0
Male,31,1,35.0,0,1-2 Year,Yes,26076.0,154.0,202,0
Female,31,1,47.0,0,< 1 Year,No,44026.0,26.0,189,0
Male,22,1,46.0,1,< 1 Year,No,25132.0,152.0,131,0
Male,38,1,8.0,1,1-2 Year,No,2630.0,160.0,49,0
Female,42,1,0.0,1,1-2 Year,No,2630.0,52.0,141,0
Male,27,1,28.0,1,< 1 Year,No,22097.0,152.0,27,0
Female,48,1,47.0,0,1-2 Year,Yes,35980.0,124.0,105,0
Female,23,1,41.0,1,< 1 Year,No,44490.0,152.0,210,0
Female,63,1,28.0,1,1-2 Year,No,2630.0,155.0,112,0
Male,55,1,1.0,0,> 2 Years,Yes,2630.0,26.0,255,0
Female,24,1,27.0,1,< 1 Year,No,2630.0,160.0,133,0
Female,24,1,21.0,1,< 1 Year,No,24427.0,152.0,279,0
Female,23,1,8.0,1,< 1 Year,No,55011.0,152.0,286,0
Female,23,1,41.0,1,< 1 Year,No,31483.0,152.0,125,0
Male,26,1,14.0,1,< 1 Year,No,28365.0,152.0,131,0
Female,46,1,46.0,0,1-2 Year,Yes,26727.0,124.0,97,0
Female,76,1,15.0,1,1-2 Year,No,22243.0,26.0,243,0
Female,26,1,36.0,1,< 1 Year,No,40149.0,152.0,156,0
Male,23,1,6.0,1,< 1 Year,No,24451.0,152.0,181,0
Male,31,1,11.0,0,1-2 Year,Yes,35394.0,124.0,83,0
Female,31,1,28.0,0,1-2 Year,Yes,45130.0,124.0,25,0
Female,21,1,27.0,0,< 1 Year,No,27250.0,160.0,131,0
Female,54,1,11.0,1,1-2 Year,No,31450.0,120.0,126,0
Male,47,1,15.0,0,1-2 Year,Yes,32832.0,124.0,39,0
Male,23,1,30.0,1,< 1 Year,No,26599.0,152.0,129,0
Male,30,1,41.0,1,< 1 Year,No,37429.0,152.0,168,0
Female,26,1,13.0,1,< 1 Year,No,19156.0,152.0,293,0
Female,54,1,46.0,0,1-2 Year,No,25983.0,11.0,23,0
Male,21,1,46.0,1,< 1 Year,No,27404.0,152.0,49,0
Male,21,1,33.0,1,< 1 Year,No,31893.0,160.0,197,0
Male,72,1,3.0,1,1-2 Year,No,31561.0,26.0,170,0
Male,79,1,26.0,0,1-2 Year,Yes,21934.0,122.0,88,0
Female,22,1,35.0,0,< 1 Year,Yes,2630.0,160.0,104,0
Female,72,1,38.0,1,1-2 Year,No,2630.0,26.0,230,0
Male,22,1,47.0,1,< 1 Year,No,37204.0,152.0,44,0
Male,21,1,36.0,1,< 1 Year,No,34155.0,160.0,265,0
Male,43,1,28.0,1,1-2 Year,No,32500.0,124.0,45,0
Male,80,1,41.0,0,1-2 Year,Yes,24174.0,124.0,266,0
Female,37,1,28.0,1,1-2 Year,No,36767.0,152.0,193,0
Male,45,1,33.0,0,> 2 Years,Yes,2630.0,26.0,233,0
Female,23,1,36.0,1,< 1 Year,No,2630.0,151.0,185,0
Female,28,1,21.0,1,< 1 Year,No,28786.0,152.0,173,0
Male,41,1,49.0,0,1-2 Year,Yes,2630.0,156.0,232,0
Male,43,1,28.0,0,1-2 Year,Yes,38948.0,26.0,212,0
Female,24,1,32.0,1,< 1 Year,No,39329.0,152.0,252,0
Male,47,1,28.0,0,1-2 Year,No,48520.0,124.0,95,0
Female,52,1,28.0,0,1-2 Year,Yes,41931.0,124.0,211,0
Male,73,1,46.0,1,1-2 Year,No,36661.0,26.0,232,0
Male,39,1,28.0,1,1-2 Year,No,28856.0,13.0,254,0
Male,45,1,8.0,1,1-2 Year,No,40634.0,124.0,271,0
Female,25,1,29.0,1,< 1 Year,No,30126.0,152.0,88,0
Male,54,1,30.0,1,1-2 Year,Yes,2630.0,124.0,192,0
Male,23,1,11.0,1,< 1 Year,No,48986.0,152.0,280,0
Female,31,1,1.0,0,> 2 Years,Yes,2630.0,26.0,120,0
Female,26,1,41.0,1,< 1 Year,No,36674.0,152.0,25,0
Female,21,1,13.0,0,< 1 Year,Yes,28705.0,160.0,122,0
Female,28,1,28.0,1,< 1 Year,No,71989.0,152.0,111,0
Male,45,1,39.0,0,1-2 Year,Yes,2630.0,26.0,187,0
Female,25,1,28.0,1,< 1 Year,No,51525.0,152.0,190,0
Male,27,1,14.0,1,< 1 Year,No,21137.0,152.0,263,0
Female,36,1,28.0,1,1-2 Year,No,46364.0,124.0,214,0
Male,47,1,11.0,0,1-2 Year,Yes,31402.0,26.0,192,0
Female,44,1,14.0,1,1-2 Year,No,2630.0,124.0,69,0
Female,23,1,28.0,0,< 1 Year,Yes,46505.0,160.0,172,0
Male,26,1,28.0,1,< 1 Year,No,54502.0,152.0,157,0
Female,22,1,17.0,1,< 1 Year,No,24528.0,152.0,152,0
Female,21,1,33.0,1,< 1 Year,No,26949.0,152.0,198,0
Male,39,1,8.0,1,1-2 Year,Yes,29760.0,154.0,210,0
Male,70,1,48.0,1,1-2 Year,No,2630.0,26.0,98,0
Male,39,1,28.0,0,> 2 Years,Yes,30986.0,26.0,176,0
Female,49,1,28.0,1,1-2 Year,No,29485.0,26.0,282,0
Female,25,1,28.0,1,< 1 Year,No,51026.0,152.0,209,0
Male,21,1,26.0,0,< 1 Year,Yes,2630.0,160.0,228,0
Female,63,1,28.0,1,1-2 Year,No,38651.0,13.0,148,0
Male,29,1,33.0,1,< 1 Year,No,43221.0,152.0,188,0
Female,56,1,14.0,1,1-2 Year,No,32520.0,26.0,42,0
Male,74,1,39.0,1,1-2 Year,No,32246.0,124.0,145,0
Male,27,1,35.0,1,< 1 Year,No,23419.0,152.0,166,0
Male,35,1,46.0,0,1-2 Year,Yes,25258.0,154.0,149,0
Male,47,1,0.0,0,1-2 Year,Yes,2630.0,26.0,244,0
Female,43,1,1.0,1,1-2 Year,No,2630.0,124.0,126,0
Male,25,1,14.0,1,< 1 Year,No,29019.0,152.0,128,0
Female,46,1,8.0,0,1-2 Year,Yes,2630.0,156.0,85,0
Female,53,1,28.0,0,1-2 Year,Yes,2630.0,124.0,26,0
Female,25,1,40.0,0,< 1 Year,Yes,35474.0,152.0,299,0
Female,77,1,30.0,1,1-2 Year,No,47897.0,26.0,23,0
Female,26,1,46.0,1,< 1 Year,No,2630.0,152.0,145,0
Female,25,1,50.0,1,< 1 Year,No,34550.0,152.0,75,0
Male,21,1,33.0,0,< 1 Year,Yes,2630.0,163.0,217,0
Female,29,1,6.0,1,< 1 Year,No,26882.0,152.0,110,0
Female,45,1,3.0,0,1-2 Year,No,2630.0,26.0,121,0
Female,23,1,46.0,1,< 1 Year,No,34501.0,152.0,139,0
Male,46,1,28.0,0,> 2 Years,Yes,36485.0,124.0,254,0
Male,21,1,28.0,0,< 1 Year,Yes,44681.0,160.0,122,0
Female,46,1,28.0,1,1-2 Year,No,23658.0,120.0,208,0
Female,23,1,46.0,1,< 1 Year,No,26055.0,152.0,121,0
Female,26,1,10.0,1,< 1 Year,No,22013.0,152.0,158,0
Female,22,1,16.0,0,< 1 Year,No,25781.0,152.0,181,0
Male,23,1,16.0,1,< 1 Year,No,27597.0,152.0,68,0
Female,59,1,28.0,1,1-2 Year,No,48175.0,13.0,120,0
Male,43,1,33.0,0,1-2 Year,Yes,2630.0,124.0,193,0
Male,36,1,46.0,0,1-2 Year,Yes,21420.0,124.0,207,0
Male,23,1,25.0,0,< 1 Year,No,25076.0,152.0,233,0
Female,22,1,28.0,0,1-2 Year,Yes,51334.0,124.0,153,0
Male,23,1,10.0,0,< 1 Year,Yes,2630.0,26.0,168,0
Male,71,1,8.0,0,> 2 Years,Yes,51837.0,26.0,192,0
Male,44,1,28.0,1,1-2 Year,No,37535.0,124.0,138,0
Female,21,1,10.0,1,< 1 Year,No,23819.0,160.0,27,0
Female,37,1,28.0,1,1-2 Year,No,30698.0,124.0,72,0
Female,42,1,11.0,0,1-2 Year,Yes,24290.0,109.0,48,0
Female,24,1,36.0,1,< 1 Year,No,32515.0,152.0,128,0
Female,40,1,28.0,1,1-2 Year,No,32198.0,124.0,76,0
Female,40,1,28.0,0,1-2 Year,Yes,33580.0,124.0,207,0
Female,43,1,28.0,0,1-2 Year,Yes,34893.0,26.0,280,0
Male,22,1,39.0,1,< 1 Year,No,24912.0,152.0,101,0
Male,48,1,0.0,0,> 2 Years,Yes,2630.0,24.0,274,0
Male,55,1,2.0,1,1-2 Year,No,33160.0,14.0,33,0
Female,26,1,34.0,1,< 1 Year,No,35721.0,152.0,192,0
Male,21,1,30.0,1,< 1 Year,No,26737.0,160.0,52,0
Female,22,1,9.0,1,< 1 Year,No,37796.0,153.0,182,0
Male,54,1,28.0,1,1-2 Year,No,34527.0,52.0,26,0
Male,23,1,28.0,1,< 1 Year,No,57703.0,152.0,85,0
Male,43,1,3.0,1,1-2 Year,No,12759.0,26.0,226,0
Male,38,1,6.0,0,1-2 Year,Yes,2630.0,124.0,66,0
Male,50,1,28.0,1,1-2 Year,No,29908.0,124.0,253,0
Female,80,1,8.0,0,1-2 Year,Yes,38429.0,124.0,292,0
Female,29,1,28.0,0,< 1 Year,Yes,30455.0,154.0,32,0
Male,41,1,28.0,0,1-2 Year,Yes,56293.0,124.0,284,0
Male,25,1,47.0,0,< 1 Year,Yes,49797.0,152.0,109,0
Male,24,1,21.0,1,< 1 Year,No,2630.0,152.0,34,0
Female,26,1,35.0,1,< 1 Year,No,73361.0,152.0,212,0
Male,21,1,33.0,1,< 1 Year,No,30194.0,152.0,215,0
Male,38,1,28.0,0,1-2 Year,Yes,22565.0,124.0,29,0
Male,65,1,28.0,0,1-2 Year,Yes,48069.0,13.0,46,0
Male,22,1,30.0,1,< 1 Year,No,2630.0,152.0,97,0
Male,58,1,3.0,1,1-2 Year,No,2630.0,26.0,49,0
Female,61,1,46.0,1,1-2 Year,No,72377.0,26.0,94,0
Female,23,1,33.0,1,< 1 Year,No,38269.0,152.0,194,0
Female,27,1,35.0,1,< 1 Year,No,22230.0,152.0,258,0
Female,32,1,11.0,1,< 1 Year,No,29895.0,152.0,167,0
Male,25,1,28.0,1,< 1 Year,No,35568.0,152.0,158,0
Male,61,1,30.0,0,1-2 Year,Yes,2630.0,156.0,267,0
Female,24,1,28.0,0,< 1 Year,Yes,2630.0,156.0,88,0
Male,30,1,49.0,1,< 1 Year,No,14098.0,152.0,110,0
Female,22,1,15.0,0,< 1 Year,No,2630.0,160.0,276,0
Female,23,1,18.0,1,< 1 Year,No,37091.0,152.0,130,0
Male,21,1,3.0,1,< 1 Year,No,27281.0,160.0,268,0
Female,74,1,28.0,1,1-2 Year,No,37842.0,26.0,245,0
Male,69,1,28.0,1,1-2 Year,No,30834.0,125.0,137,0
Female,28,1,24.0,1,< 1 Year,No,19937.0,152.0,23,0
Female,53,1,24.0,1,1-2 Year,No,14991.0,152.0,28,0
Male,43,1,28.0,1,1-2 Year,No,36942.0,124.0,21,0
Female,25,1,46.0,1,< 1 Year,No,2630.0,152.0,128,0
Female,23,1,30.0,1,< 1 Year,No,39391.0,26.0,14,0
Male,47,1,20.0,1,1-2 Year,No,2630.0,124.0,57,0
Male,33,1,28.0,0,< 1 Year,Yes,42237.0,124.0,36,0
Female,79,1,28.0,1,1-2 Year,No,31753.0,26.0,289,0
Male,21,1,30.0,0,< 1 Year,No,35240.0,160.0,142,0
Male,47,1,29.0,0,1-2 Year,Yes,41254.0,124.0,82,0
Female,27,1,16.0,0,< 1 Year,No,20351.0,152.0,221,0
Female,56,1,22.0,0,1-2 Year,Yes,27923.0,154.0,177,0
Female,40,1,36.0,0,1-2 Year,Yes,25697.0,124.0,264,0
Male,64,1,28.0,1,1-2 Year,No,43134.0,124.0,210,0
Male,52,1,30.0,1,1-2 Year,No,2630.0,140.0,50,0
Female,22,1,30.0,1,< 1 Year,No,25460.0,152.0,234,0
Male,34,1,2.0,0,1-2 Year,Yes,2630.0,156.0,34,0
Female,39,1,3.0,1,1-2 Year,No,43649.0,124.0,81,0
Female,27,1,6.0,1,< 1 Year,No,20573.0,152.0,270,0
Female,27,1,29.0,1,< 1 Year,No,23055.0,152.0,116,0
Female,26,1,46.0,1,< 1 Year,No,28513.0,152.0,106,0
Male,51,1,28.0,1,1-2 Year,No,23854.0,26.0,58,0
Male,22,1,50.0,1,< 1 Year,No,25693.0,152.0,84,0
Female,26,1,28.0,0,< 1 Year,Yes,2630.0,152.0,14,0
Male,22,1,28.0,0,< 1 Year,Yes,49291.0,26.0,247,0
Male,75,1,35.0,0,1-2 Year,Yes,19224.0,26.0,126,0
Male,24,1,2.0,1,< 1 Year,No,33079.0,152.0,251,0
Female,20,1,43.0,1,< 1 Year,No,2630.0,153.0,194,0
Female,50,1,37.0,1,1-2 Year,No,2630.0,152.0,56,0
Male,24,1,46.0,1,< 1 Year,No,28364.0,152.0,223,0
Male,33,1,36.0,0,< 1 Year,Yes,2630.0,156.0,129,0
Male,34,1,14.0,1,1-2 Year,No,24113.0,26.0,275,0
Female,23,1,21.0,1,< 1 Year,No,25649.0,152.0,191,0
Male,66,1,4.0,0,1-2 Year,Yes,37164.0,26.0,64,0
Male,21,1,30.0,0,< 1 Year,Yes,26340.0,163.0,215,0
Male,49,1,41.0,0,1-2 Year,Yes,31548.0,124.0,186,0
Male,49,1,48.0,1,1-2 Year,No,2630.0,26.0,294,0
Female,54,1,8.0,1,1-2 Year,No,43419.0,26.0,64,0
Male,49,1,11.0,0,1-2 Year,Yes,44636.0,26.0,90,0
Male,57,1,36.0,1,1-2 Year,No,44902.0,26.0,80,0
Female,22,1,15.0,0,< 1 Year,Yes,35578.0,152.0,207,0
Female,73,1,28.0,0,1-2 Year,Yes,30881.0,124.0,192,0
Male,43,1,8.0,0,> 2 Years,Yes,32673.0,7.0,77,0
Male,53,1,8.0,0,1-2 Year,Yes,25739.0,26.0,130,0
Male,52,1,23.0,0,1-2 Year,Yes,25472.0,29.0,88,0
Female,41,1,28.0,0,1-2 Year,Yes,24573.0,26.0,175,0
Male,52,1,48.0,0,1-2 Year,Yes,2630.0,124.0,71,0
Male,26,1,8.0,1,< 1 Year,No,37148.0,152.0,274,0
Male,32,1,0.0,1,< 1 Year,No,2630.0,163.0,291,0
Male,22,1,3.0,0,< 1 Year,Yes,2630.0,152.0,108,0
Female,32,1,33.0,1,< 1 Year,No,34747.0,152.0,265,0
Female,27,1,28.0,0,< 1 Year,Yes,2630.0,1.0,123,0
Female,30,1,30.0,1,< 1 Year,No,2630.0,160.0,30,0
Female,24,1,46.0,0,< 1 Year,Yes,23745.0,152.0,26,0
Female,26,1,6.0,1,< 1 Year,No,29788.0,152.0,257,0
Male,33,1,8.0,0,1-2 Year,Yes,30614.0,157.0,258,0
Male,24,1,8.0,0,< 1 Year,No,48176.0,160.0,266,0
Female,25,1,46.0,1,< 1 Year,No,23813.0,152.0,133,0
Male,33,1,15.0,0,1-2 Year,Yes,2630.0,156.0,277,0
Female,25,1,6.0,1,< 1 Year,No,28875.0,152.0,119,0
Male,38,1,48.0,1,1-2 Year,No,2630.0,15.0,243,0
Male,46,1,3.0,0,1-2 Year,No,2630.0,157.0,18,0
Female,55,1,3.0,0,1-2 Year,No,2630.0,26.0,56,0
Male,40,1,8.0,0,1-2 Year,Yes,32731.0,124.0,79,0
Female,22,1,46.0,1,< 1 Year,No,29719.0,152.0,196,0
Male,29,1,50.0,1,< 1 Year,No,29236.0,152.0,57,0
Female,57,1,28.0,0,> 2 Years,Yes,40104.0,124.0,66,0
Female,23,1,36.0,1,< 1 Year,No,32490.0,151.0,166,0
Male,38,1,15.0,0,1-2 Year,Yes,28655.0,124.0,163,0
Male,34,1,15.0,1,1-2 Year,No,35713.0,152.0,181,0
Female,49,1,28.0,0,> 2 Years,Yes,48805.0,124.0,107,0
Female,22,1,33.0,0,1-2 Year,Yes,36756.0,156.0,110,0
Female,22,1,10.0,1,< 1 Year,No,31650.0,152.0,258,0
Male,23,1,46.0,1,< 1 Year,No,39842.0,152.0,49,0
Male,48,1,28.0,0,1-2 Year,Yes,31203.0,125.0,155,0
Male,27,1,28.0,1,< 1 Year,No,61632.0,152.0,205,0
Female,25,1,8.0,1,< 1 Year,No,37777.0,152.0,155,0
Female,51,1,28.0,0,1-2 Year,Yes,39170.0,26.0,74,0
Male,79,1,28.0,1,1-2 Year,No,41271.0,25.0,187,0
Female,26,1,15.0,1,< 1 Year,No,26215.0,152.0,290,0
Male,69,1,33.0,0,1-2 Year,Yes,47039.0,26.0,46,0
Female,45,1,35.0,1,1-2 Year,No,2630.0,152.0,182,0
Male,28,1,34.0,1,< 1 Year,No,2630.0,152.0,290,0
Male,40,1,28.0,0,1-2 Year,Yes,24872.0,154.0,18,0
Male,35,1,8.0,1,1-2 Year,No,28792.0,7.0,196,0
Male,61,1,28.0,0,1-2 Year,Yes,38012.0,124.0,140,0
Male,42,1,28.0,1,1-2 Year,No,55110.0,122.0,142,0
Male,23,1,50.0,1,< 1 Year,No,47493.0,152.0,78,0
Male,54,1,25.0,0,1-2 Year,Yes,25664.0,26.0,119,0
Male,59,1,30.0,1,1-2 Year,No,21940.0,26.0,75,0
Male,56,1,28.0,0,> 2 Years,Yes,41146.0,26.0,67,0
Female,27,1,47.0,1,< 1 Year,No,2630.0,152.0,118,0
Female,21,1,46.0,1,< 1 Year,Yes,29588.0,160.0,237,0
Male,41,1,28.0,0,1-2 Year,Yes,36628.0,26.0,234,0
Male,37,1,50.0,1,1-2 Year,Yes,47306.0,154.0,219,0
Male,59,1,30.0,1,1-2 Year,No,31443.0,155.0,104,0
Female,22,1,46.0,1,< 1 Year,No,28063.0,152.0,113,0
Female,25,1,36.0,1,< 1 Year,No,30956.0,152.0,30,0
Male,22,1,48.0,1,< 1 Year,No,2630.0,152.0,180,0
Female,48,1,12.0,0,1-2 Year,Yes,23030.0,124.0,287,0
Female,39,1,15.0,0,1-2 Year,Yes,2630.0,122.0,91,0
Male,53,1,28.0,0,1-2 Year,Yes,40928.0,154.0,227,0
Male,55,1,28.0,1,1-2 Year,No,41417.0,26.0,128,0
Female,22,1,15.0,0,< 1 Year,Yes,31410.0,152.0,105,0
Female,68,1,3.0,0,> 2 Years,Yes,2630.0,124.0,119,0
Male,26,1,18.0,1,< 1 Year,No,28412.0,152.0,233,0
Female,48,1,13.0,1,1-2 Year,No,29666.0,26.0,291,0
Female,27,1,41.0,1,< 1 Year,No,33820.0,152.0,141,0
Female,23,1,29.0,1,< 1 Year,No,42853.0,152.0,296,0
Female,27,1,21.0,1,< 1 Year,No,28740.0,152.0,162,0
Male,24,1,15.0,1,< 1 Year,No,34480.0,152.0,79,0
Female,51,1,15.0,0,1-2 Year,No,52185.0,124.0,100,0
Male,68,1,28.0,0,1-2 Year,Yes,55409.0,26.0,277,0
Female,66,1,28.0,0,1-2 Year,Yes,42088.0,124.0,158,0
Female,43,1,41.0,1,1-2 Year,No,33802.0,160.0,130,0
Female,24,1,36.0,1,< 1 Year,No,31645.0,152.0,275,0
Male,47,1,39.0,0,1-2 Year,Yes,27655.0,26.0,28,0
Male,32,1,41.0,1,< 1 Year,Yes,37429.0,122.0,237,0
Female,22,1,37.0,0,< 1 Year,Yes,34506.0,152.0,94,0
Female,78,1,46.0,0,> 2 Years,Yes,34245.0,124.0,226,0
Male,58,1,28.0,1,1-2 Year,No,35101.0,26.0,273,0
Female,52,1,8.0,0,1-2 Year,Yes,41687.0,124.0,18,0
Female,21,1,36.0,1,< 1 Year,No,31611.0,160.0,78,0
Female,23,1,30.0,1,< 1 Year,No,28251.0,152.0,272,0
Female,50,1,28.0,1,1-2 Year,No,29711.0,122.0,87,0
Female,21,1,46.0,1,< 1 Year,No,29350.0,152.0,235,0
Female,24,1,10.0,0,< 1 Year,Yes,26444.0,152.0,155,0
Female,37,1,50.0,0,1-2 Year,Yes,41981.0,152.0,260,0
Male,22,1,33.0,1,< 1 Year,No,27464.0,152.0,286,0
Male,72,1,28.0,1,1-2 Year,No,41119.0,26.0,184,0
Male,20,1,25.0,1,< 1 Year,No,33614.0,160.0,197,0
Male,33,1,35.0,1,< 1 Year,No,25562.0,152.0,179,0
Male,22,1,8.0,0,< 1 Year,No,48764.0,152.0,74,0
Female,37,1,28.0,0,1-2 Year,Yes,40506.0,124.0,272,0
Female,41,1,3.0,0,1-2 Year,Yes,2630.0,156.0,103,0
Male,23,1,2.0,1,< 1 Year,No,37191.0,152.0,142,0
Male,33,1,18.0,1,< 1 Year,No,32601.0,152.0,84,0
Female,28,1,50.0,0,< 1 Year,Yes,33916.0,153.0,12,0
Female,25,1,11.0,0,< 1 Year,Yes,20596.0,154.0,58,0
Male,41,1,11.0,1,1-2 Year,No,29038.0,124.0,295,0
Male,21,1,30.0,1,< 1 Year,No,30616.0,152.0,177,0
Male,65,1,17.0,0,1-2 Year,Yes,31915.0,26.0,221,0
Male,21,1,2.0,1,< 1 Year,No,33829.0,160.0,44,0
Female,25,1,36.0,1,< 1 Year,No,37824.0,152.0,11,0
Female,30,1,28.0,1,< 1 Year,No,22343.0,152.0,227,0
Male,51,1,28.0,1,1-2 Year,No,2630.0,52.0,157,0
Female,21,1,46.0,1,< 1 Year,No,27238.0,160.0,257,0
Male,70,1,28.0,0,1-2 Year,Yes,51881.0,124.0,139,0
Female,26,1,8.0,1,< 1 Year,No,29350.0,152.0,187,0
Male,51,1,8.0,1,1-2 Year,No,51906.0,26.0,121,0
Female,52,1,9.0,0,> 2 Years,Yes,32500.0,124.0,212,0
Female,21,1,2.0,0,< 1 Year,Yes,36323.0,160.0,61,0
Male,64,1,8.0,1,1-2 Year,No,40394.0,124.0,78,0
Male,29,1,28.0,1,< 1 Year,No,30912.0,152.0,93,0
Female,26,1,15.0,0,< 1 Year,No,35216.0,152.0,236,0
Male,25,1,44.0,1,< 1 Year,No,2630.0,152.0,18,0
Female,46,1,39.0,1,1-2 Year,No,45703.0,26.0,81,0
Male,44,1,8.0,0,1-2 Year,No,37867.0,124.0,140,0
Male,24,1,37.0,1,< 1 Year,No,30892.0,152.0,167,0
Female,25,1,12.0,1,< 1 Year,No,20356.0,26.0,278,0
Female,41,1,7.0,0,1-2 Year,Yes,2630.0,157.0,56,0
Male,73,1,28.0,0,1-2 Year,Yes,37576.0,124.0,97,0
Female,49,1,28.0,0,> 2 Years,Yes,34462.0,26.0,290,0
Female,22,1,9.0,0,< 1 Year,Yes,22612.0,152.0,279,0
Male,23,1,46.0,1,< 1 Year,No,24706.0,152.0,140,0
Female,25,1,11.0,1,< 1 Year,No,18861.0,152.0,193,0
Male,47,1,3.0,0,1-2 Year,Yes,33905.0,124.0,34,0
Male,76,0,28.0,1,1-2 Year,No,43603.0,124.0,171,0
Female,59,1,28.0,0,1-2 Year,Yes,28587.0,26.0,239,0
Female,22,1,6.0,1,< 1 Year,No,23542.0,152.0,272,0
Female,22,1,50.0,0,< 1 Year,Yes,35658.0,152.0,35,0
Male,62,1,28.0,0,1-2 Year,Yes,52825.0,124.0,142,0
Female,25,1,11.0,1,< 1 Year,No,35591.0,152.0,194,0
Male,26,1,41.0,1,< 1 Year,No,33239.0,152.0,34,0
Female,35,1,36.0,1,1-2 Year,No,29634.0,152.0,125,0
Male,50,1,29.0,1,1-2 Year,No,2630.0,124.0,239,0
Male,65,1,8.0,0,1-2 Year,Yes,35775.0,124.0,219,0
Female,28,1,13.0,1,< 1 Year,No,23116.0,152.0,155,0
Female,26,1,8.0,1,< 1 Year,No,37697.0,152.0,56,0
Female,26,1,11.0,1,< 1 Year,No,40494.0,152.0,156,0
Female,22,1,43.0,1,< 1 Year,No,48409.0,152.0,297,0
Female,23,1,6.0,1,< 1 Year,No,19614.0,152.0,214,0
Male,23,1,29.0,1,< 1 Year,Yes,2630.0,160.0,77,0
Male,25,1,8.0,1,< 1 Year,No,47801.0,152.0,277,0
Male,23,1,26.0,1,< 1 Year,No,36608.0,152.0,248,0
Male,22,1,47.0,0,< 1 Year,Yes,30748.0,152.0,286,0
Male,47,1,34.0,1,1-2 Year,No,30879.0,124.0,125,0
Female,24,1,28.0,1,< 1 Year,No,30741.0,160.0,94,0
Female,39,1,28.0,0,1-2 Year,Yes,34076.0,26.0,174,0
Female,24,1,10.0,1,< 1 Year,No,36734.0,152.0,78,0
Female,26,1,35.0,1,< 1 Year,No,52628.0,152.0,112,0
Female,34,1,35.0,0,1-2 Year,Yes,30167.0,152.0,116,0
Female,21,1,6.0,0,< 1 Year,Yes,22363.0,160.0,263,0
Female,21,1,36.0,1,< 1 Year,No,35560.0,160.0,143,0
Male,60,1,41.0,1,1-2 Year,No,58412.0,26.0,25,0
Female,42,1,8.0,0,1-2 Year,Yes,47722.0,154.0,43,0
